prompt,tier,word_count,char_count,sentence_count,avg_word_length,has_question_mark,code_token_count,instruction_verb_count,tier_label
Develop a structural assessment and retrofit decision framework for a midrise reinforced concrete building in a seismic region. Original drawings are incomplete and recent inspections found cracking near several beam column joints. The owner wants to improve safety while keeping tenants in place and limiting disruption to essential ground floor businesses. Define an investigation sequence involving document review material testing scanning load path verification and site observations. Explain how to distinguish cosmetic cracking from signs of shear distress corrosion settlement or prior earthquake damage. Build analytical models that represent uncertainty in member properties diaphragm behavior foundation conditions and occupancy loads. Compare retrofit options such as joint strengthening wall additions damping and local member replacement on safety cost constructability heritage impact and tenant disruption. Specify staged construction access control temporary support monitoring and stop work criteria. Include a code compliance strategy peer review requirements permit interfaces and communication with occupants. Provide a risk register cost range schedule logic and decision gates. Finish with post retrofit validation inspection intervals emergency response procedures and documentation needed for future owners and engineers.,complex,178.0,1346.0,11.0,7.56,0.0,0.0,9.0,2
Formulate a Bayesian modeling and decision plan for public health researchers studying whether an intervention changes hospitalization rates across regions. The data include weekly admissions population demographics vaccination coverage mobility indicators testing practices and hospital capacity. Reporting delays differ by region and policy adoption dates are not simultaneous. Build a causal framework that states target estimands plausible confounders interference risks and assumptions that cannot be tested directly. Design a hierarchical model that handles overdispersion temporal autocorrelation regional variation missingness and delayed reports. Explain prior selection posterior predictive checking sensitivity analysis and how you would distinguish a real effect from regression to the mean or reporting artifacts. Include a simulation study that evaluates bias coverage and power under several policy adoption scenarios. Specify data governance privacy protections preregistration code review and reproducible reporting. Develop a communication format that presents uncertainty absolute effects and limitations clearly for policymakers. Finish with rules for updating the model as new evidence arrives and for preventing preliminary estimates from being misused as definitive causal conclusions.,complex,169.0,1308.0,10.0,7.74,0.0,0.0,9.0,2
Explain why nonce reuse compromises confidentiality and integrity in AES-GCM.,moderate,10.0,77.0,1.0,7.7,0.0,0.0,1.0,1
Derive the posterior predictive distribution for a beta-binomial model.,moderate,9.0,71.0,1.0,7.89,0.0,0.0,0.0,1
Show whether T(n)=2T(n/2)+n log n has polynomial growth using an appropriate recurrence method.,moderate,13.0,95.0,1.0,7.31,0.0,0.0,0.0,1
Compare serializable snapshot isolation and strict serializability when write skew occurs.,moderate,11.0,90.0,1.0,8.18,0.0,0.0,2.0,1
Refute the claim that SQL transactions always prevent lost updates.,moderate,10.0,67.0,1.0,6.7,0.0,0.0,0.0,1
Determine whether a confidence interval represents posterior probability of a parameter.,moderate,11.0,88.0,1.0,8.0,0.0,0.0,0.0,1
Explain how a compiler can eliminate tail recursion without changing semantics.,moderate,11.0,79.0,1.0,7.18,0.0,0.0,1.0,1
Prove every nonzero element of a finite integral domain has an inverse.,moderate,12.0,71.0,1.0,5.92,0.0,0.0,0.0,1
Identify the causal flaw in conditioning on a collider variable.,moderate,10.0,64.0,1.0,6.4,0.0,0.0,0.0,1
Derive a deadlock-free lock ordering from a directed dependency graph.,moderate,10.0,70.0,1.0,7.0,0.0,0.0,0.0,1
Prove the compactness theorem using ultraproducts without assuming countability.,complex,9.0,80.0,1.0,8.89,0.0,0.0,0.0,2
Specify linearizable compare-and-swap across three unreliable replicas with network partitions.,complex,10.0,95.0,1.0,9.5,0.0,0.0,2.0,2
Prove sublinear-memory streaming cannot exactly count distinct elements.,complex,8.0,72.0,1.0,9.0,0.0,0.0,0.0,2
Design a GDPR-compliant deletion workflow across replicas backups and analytics exports.,complex,11.0,88.0,1.0,8.0,0.0,0.0,1.0,2
Formulate a defensible merger-remedy strategy for overlapping markets and vertical foreclosure.,complex,11.0,95.0,1.0,8.64,0.0,0.0,0.0,2
Prove convergence of projected gradient descent with bounded stochastic gradient errors.,complex,11.0,88.0,1.0,8.0,0.0,0.0,0.0,2
Architect zero-downtime identity migration with incompatible group semantics and legacy protocols.,complex,11.0,98.0,1.0,8.91,0.0,0.0,0.0,2
Diagnose split-brain risks in multi-region Kafka after asymmetric network partitioning.,complex,10.0,87.0,1.0,8.7,0.0,0.0,1.0,2
Develop a causal identification strategy with interference and staggered policy adoption.,complex,11.0,89.0,1.0,8.09,0.0,0.0,1.0,2
Construct a proof that randomized quicksort has expected O(n log n) time.,complex,12.0,73.0,1.0,6.08,0.0,0.0,1.0,2
Please translate each of these everyday words into Spanish. Keep the answer as one word per line and do not add grammar notes. The words are window; garden; bicycle; cloud; breakfast; pencil; library; river; shoes; candle; mirror; blanket; train; sandwich; hospital; suitcase; rabbit; calendar; and bridge. I am preparing labels for a beginner language game. Preserve the order exactly as shown.,simple,61.0,395.0,5.0,6.48,0.0,18.0,1.0,0
Please convert the following temperatures from Fahrenheit to Celsius. Give only the corresponding Celsius values in the same order and round each answer to one decimal place. The temperatures are 14; 32; 41; 59; 68; 77; 86; 95; 104; 113; 122; 140; 158; 176; and 212. This is a worksheet cleanup task so do not explain the formula or add extra commentary.,simple,62.0,354.0,4.0,5.71,0.0,14.0,1.0,0
Format this messy list as title-cased bullet points. Preserve every item exactly but correct capitalization and remove repeated spaces. Do not alphabetize the list and do not add descriptions. Here is the text: customer SUCCESS manager; qa analyst; senior product OWNER; cloud operations engineer; regional sales DIRECTOR; accounts payable clerk; talent acquisition partner; and mobile app designer. Return only the formatted list.,simple,62.0,431.0,5.0,6.95,0.0,7.0,1.0,0
Please answer these independent basic calculations in order. Show one answer per line without explaining your work. Calculate 17 plus 28; 90 minus 46; 12 times 7; 144 divided by 12; 15 percent of 360; the square root of 169; 2.5 liters in milliliters; 3 kilometers in meters; and 45 minutes in seconds. These are separate quick checks rather than a word problem.,simple,63.0,362.0,5.0,5.75,0.0,8.0,2.0,0
Change the following dates into YYYY-MM-DD format without changing their order. Use four digits for every year and two digits for every month and day. The dates are 7 July 2024; December 1 2025; 03 March 2026; 19 October 2023; January 09 2022; 30 August 2027; 11 November 2021; and February 28 2028. Return only the standardized dates with no labels.,simple,61.0,350.0,4.0,5.74,0.0,7.0,0.0,0
Arrange these product codes in alphabetical order. Treat capital and lowercase letters as the same and keep every code exactly as written. Do not group them by category or add explanations. The codes are Zeta-14; amber-7; Kilo-22; beta-03; Cedar-9; delta-18; Aero-2; gamma-11; Birch-5; elm-30; Falcon-4; and iris-16. Put one code on each line so a warehouse assistant can copy the result.,simple,61.0,388.0,5.0,6.36,0.0,11.0,1.0,0
Translate these food words from English into French. Use a short everyday term rather than a recipe description. Write the French words in the supplied order and do not include pronunciation or articles. The words are apple; bread; cheese; chicken; carrot; rice; soup; strawberry; onion; butter; tea; coffee; lemon; potato; salad; honey; and mushroom. This is a vocabulary flashcard list not a menu-writing exercise.,simple,64.0,416.0,5.0,6.5,0.0,16.0,3.0,0
Turn the following contact names into the format Last name | First name. Do not invent middle names and keep initials where they appear. The names are Maya Chen; Luis R. Ortega; Priya Nair; Jordan Smith; Amira El-Sayed; Theo van Dijk; Celeste Wong; Ibrahim Khan; Noa Patel; and Erin O'Brien. Return one reformatted name per line. This is only a straightforward directory cleanup.,simple,63.0,379.0,6.0,6.02,0.0,9.0,0.0,0
Correct only spelling capitalization and punctuation in this customer note. Do not change its meaning tone or sentence order. Text: hi i recieved the blue mug yesterday it looks great but the handle is lose can you tell me if it is safe to use thanks. Return the corrected note as one paragraph. This is a proofreading task rather than a request to answer the customer.,simple,66.0,369.0,5.0,5.59,0.0,0.0,0.0,0
Replace each month name in these delivery references with its two-digit month number. Preserve all other characters and line order. The references are shipment March-24-A; shipment January-24-B; shipment November-24-C; shipment July-24-D; shipment April-24-E; shipment September-24-F; shipment February-24-G; shipment December-24-H; shipment June-24-I; shipment August-24-J; shipment May-24-K; and shipment October-24-L. Return only the updated references without an explanation.,simple,56.0,479.0,4.0,8.55,0.0,11.0,1.0,0
Write a single Python function that receives a list of order dictionaries with customer_id and amount fields. Return a dictionary containing each customer ID and its total amount. Ignore orders whose amount is negative and raise ValueError when either required field is missing. Include two short test inputs that demonstrate aggregation and ignored refunds. Briefly explain the loop and dictionary update. Do not use pandas databases or multiple files.,moderate,69.0,453.0,6.0,6.57,0.0,1.0,3.0,1
Summarize the following project update into three labeled bullets: progress; risk; next action. The update is: the mobile redesign passed usability testing with eight participants and the navigation issue was fixed. The legal review is still waiting for a vendor privacy response. Engineering can begin the payment screen next Monday if the design team supplies final copy by Thursday. The launch date remains tentative because the privacy response could change the consent flow. Keep the summary neutral and separate confirmed facts from the unresolved dependency.,moderate,85.0,565.0,6.0,6.65,0.0,2.0,3.0,1
Compare two office lease options for a twelve-person team. Option A costs 4800 dollars monthly and includes utilities but has a 30-minute commute. Option B costs 4200 dollars monthly plus 350 dollars utilities and has a 10-minute commute. Calculate each monthly total then explain one nonfinancial factor that management should weigh. Present a concise recommendation only if the cost difference is meaningful. State your assumptions rather than inventing employee preferences.,moderate,70.0,477.0,6.0,6.81,0.0,0.0,5.0,1
Create a 60-minute meeting agenda for a product launch review. It must include a five-minute opening; updates from design engineering and marketing; a discussion of the unresolved privacy issue; and a final decision on whether to keep the launch date. Allocate realistic times that total exactly 60 minutes. Add an intended outcome for each section and identify who records actions. Keep the agenda clear enough to paste into a calendar invitation.,moderate,71.0,448.0,5.0,6.31,0.0,3.0,4.0,1
Explain the difference between photosynthesis and cellular respiration for a high-school study guide. Cover where each process happens; what each process consumes; what each produces; and how the two processes relate. Use short paragraphs rather than a table. Add one sentence correcting the misconception that plants only perform photosynthesis. Keep the explanation accurate but avoid advanced biochemical pathways or equations.,moderate,60.0,430.0,5.0,7.17,0.0,3.0,2.0,1
Write one SQL query for a sales table with region amount and sale_date columns. Return total sales by region for the first quarter of 2026. Exclude rows with null amounts and show only regions whose total exceeds 10000. Sort the result from largest total to smallest. Explain the purpose of the WHERE GROUP BY HAVING and ORDER BY clauses in plain language. Assume a standard SQL database.,moderate,67.0,388.0,6.0,5.79,0.0,0.0,2.0,1
Plan a two-day visit to Brisbane for a traveler who likes museums river walks and vegetarian cafes. Group activities by nearby areas so travel stays simple. Include one indoor alternative for heavy rain and leave a free hour each afternoon. Explain how the plan balances scheduled sights with flexibility. Do not research exact opening times or make reservations. Present the result as a morning afternoon and evening schedule.,moderate,68.0,427.0,6.0,6.28,0.0,0.0,3.0,1
Review this log sequence and give the most likely failure path: a user submits a form; the API returns 201; the confirmation email never arrives; the mail worker shows a timeout; and the retry queue grows. List two plausible causes and two checks that distinguish them. Then suggest one safe immediate mitigation. Keep the scope to this single service flow and do not redesign the whole platform.,moderate,67.0,396.0,4.0,5.91,0.0,4.0,2.0,1
Draft a professional email to a client whose requested report will be delayed by two business days. Acknowledge the revised date; state that quality checks are still in progress; offer a preliminary summary tomorrow; and invite questions. Keep the tone calm and accountable without blaming another team. Use a subject line and a short closing. Then explain in one sentence why the wording protects trust.,moderate,65.0,404.0,5.0,6.22,0.0,3.0,3.0,1
Calculate the probability that two fair six-sided dice have a total of eight. Show the favorable outcomes and the total possible outcomes. Then compare it with the probability of a total of seven and explain why the probabilities differ. Use fractions and decimal approximations. Keep the reasoning suitable for a learner who understands basic counting but has not studied probability distributions.,moderate,61.0,399.0,5.0,6.54,0.0,0.0,3.0,1
Rewrite this note so it sounds firm but polite: Please stop leaving boxes in the hallway.,simple,16.0,89.0,1.0,5.56,0.0,0.0,1.0,0
Review this SQL query for likely performance issues and recommend one index: SELECT * FROM orders WHERE customer_id = ? AND created_at > ?.,moderate,24.0,139.0,2.0,5.79,1.0,1.0,2.0,1
Draft a polite message to a tenant whose maintenance request will take longer than expected. Explain the new timeline; acknowledge the inconvenience; describe one temporary option; and ask whether access is available tomorrow. Keep it under 120 words and avoid promising a repair date you cannot verify.,moderate,47.0,303.0,3.0,6.45,0.0,3.0,3.0,1
Plan a two-day road trip from Melbourne to the Grampians for two adults. One person avoids long hikes and both want an affordable cabin with a kitchen. Include driving breaks; one accessible viewpoint; a wet-weather alternative; a grocery stop; and a realistic return time. Explain the order of activities but do not research live availability.,moderate,55.0,344.0,4.0,6.25,0.0,4.0,3.0,1
Translate ご迷惑をおかけして申し訳ありません。対応を急ぎます。 into professional English for a customer-support email.,moderate,9.0,92.0,1.0,10.22,0.0,0.0,1.0,1
Recommend whether a startup should use a managed database or self-hosted PostgreSQL when it has two engineers; sensitive customer data; predictable traffic; and no dedicated operations staff. State the assumptions that could reverse your recommendation.,moderate,35.0,253.0,2.0,7.23,0.0,3.0,1.0,1
Design a safe migration from an integer user ID to UUIDs for one active web application. The database has users and orders tables and an API consumed by a mobile app. Include the backward-compatible sequence; data backfill; API version handling; and rollback point. Do not redesign authentication or split the system into services. Explain how you would prevent mismatched foreign keys during the transition.,moderate,64.0,408.0,5.0,6.38,0.0,3.0,3.0,1
Given hourly temperatures and sales for one week explain whether warmer weather appears associated with higher lemonade sales. State why the pattern cannot establish causation and name one additional variable to examine.,moderate,32.0,220.0,2.0,6.88,0.0,0.0,2.0,1
A company wants one sign-in system for a web app; a mobile app; and an internal dashboard. It needs password login and optional single sign-on. Propose the core authentication flow; token lifetime; logout behavior; account recovery; and audit logging. State what you would deliberately postpone for a first release and why. The team has one backend service and no current identity provider.,moderate,62.0,390.0,5.0,6.29,0.0,6.0,2.0,1
Design a recovery plan for monthly revenue reports that disagree across the billing system; data warehouse; and finance ledger. The issue occurs only after refunds are backdated and has delayed close twice. Define how to preserve evidence; isolate the source of truth; reconcile historical periods; correct downstream dashboards; prevent recurrence; and communicate uncertainty to finance leadership. Include ownership; validation criteria; rollback for bad corrections; and a first-month operating procedure. Assume no system can be taken offline during close.,complex,78.0,561.0,5.0,7.19,0.0,10.0,4.0,2
Develop a governance plan for deploying an AI-assisted hiring platform across Australia Germany and California. The tool ranks applicants using résumé text interview transcripts and assessment scores. It will be supplied by a cloud vendor and recruiters want one global workflow. Identify the legal questions involving employment discrimination privacy automated decision rules cross-border transfers retention and explainability. Define a defensible process for impact assessments data minimization human review candidate notices appeal handling and independent bias testing. Specify contract controls for the vendor including audit access incident reporting model change notification and restrictions on secondary use. Explain which records recruitment teams must preserve and how local deviations should be approved without creating inconsistent hiring standards. Finish with rollout gates training requirements governance owners and response steps if an audit finds disparate impact.,complex,131.0,987.0,8.0,7.53,0.0,0.0,6.0,2
Advise a proposed airline alliance between carriers based in Japan Brazil and the European Union. The partners seek shared schedules joint pricing coordinated loyalty benefits and pooled customer data on routes with limited competition. Develop a regulatory strategy that distinguishes merger control antitrust coordination consumer-protection aviation ownership and privacy issues. Map the evidence needed to assess market definition slot concentration likely fare effects and whether claimed network efficiencies are verifiable. Compare structural remedies behavioral commitments and prohibition risk across the relevant authorities. Specify how the alliance should conduct due diligence without exchanging competitively sensitive information before approval. Include governance for clean teams document preservation executive communications and regulator meetings. Provide a negotiation sequence for commitments that protects commercial value while avoiding remedies that create noncompliance after launch.,complex,127.0,1009.0,8.0,7.94,0.0,0.0,6.0,2
Design an outsourcing compliance programme for a bank moving its core risk analytics to a cloud provider with processing in three jurisdictions. The programme must satisfy operational resilience requirements banking secrecy obligations cyber regulations and board accountability expectations. Establish how to classify the service as material identify data flows test exit feasibility and assess concentration risk. Define contract terms covering audit rights subcontractors incident notification service levels encryption location changes and regulator access. Explain how the bank should create a shared-responsibility control map that links technical evidence to compliance owners. Include a testing plan for regional failure vendor insolvency privileged-access misuse and prolonged data unavailability. Set out reporting thresholds for the board regulators and internal audit. Finish with a phased migration decision framework that permits limited pilots but prevents production expansion until unresolved risk findings have accountable remediation plans.,complex,139.0,1059.0,8.0,7.62,0.0,0.0,6.0,2
Create a legally defensible global product recall plan for a connected home battery that may overheat after a firmware update. Units have shipped through retailers in five countries and telemetry suggests the failure rate varies by climate. Build a decision process for determining recall scope notification timing regulator engagement evidence preservation and customer remediation. Explain how product safety duties consumer warranty rules insurance coverage privacy limits on telemetry use and software-update obligations interact. Define governance between engineering legal customer support retailers and insurers. Include criteria for pausing remote updates offering replacement units and communicating uncertainty without minimizing risk. Specify incident records root-cause review independent testing and corrective-action verification. Finish with a jurisdiction-aware communication sequence that supports rapid safety action while protecting legal privilege and avoiding inconsistent public statements.,complex,128.0,1012.0,8.0,7.91,0.0,0.0,9.0,2
Plan a cross-border internal investigation after an employee reports that sales staff offered improper benefits to public officials. Relevant messages may be stored on personal phones regional collaboration tools and a distributor's systems. Build a defensible investigation protocol covering legal hold evidence collection privilege data-protection restrictions labor consultation and anti-retaliation safeguards. Explain how to sequence interviews without alerting subjects prematurely or coercing witnesses. Define escalation points for voluntary disclosure sanctions screening financial review and board oversight. Address conflicts between local blocking statutes and parent-company reporting obligations. Specify how findings should be documented tested against alternative explanations and translated into remediation such as controls training distributor monitoring and disciplinary processes. Finish with a decision record that separates substantiated facts legal conclusions open questions and next regulatory deadlines.,complex,126.0,1030.0,8.0,8.17,0.0,0.0,7.0,2
Design a regional ICU surge allocation protocol for three hospitals during a respiratory outbreak when ventilators specialist nurses and transport teams are limited. The protocol must allocate resources fairly without making individual diagnoses or replacing bedside judgment. Define objective eligibility inputs ethical safeguards conflict-of-interest controls and an appeals pathway. Explain how capacity data should be verified across sites and how transfers should be prioritized when travel itself introduces risk. Establish communication roles for clinical leaders ethics advisers patient liaison teams and public information officers. Include documentation standards that support later audit while protecting sensitive records. Specify triggers for activating crisis standards deactivating them and reassessing decisions as capacity changes. Address staff fatigue language access disability rights and equity monitoring. Finish with simulation exercises governance approvals and review metrics that test whether the protocol is consistent transparent and operationally feasible.,complex,139.0,1085.0,9.0,7.81,0.0,0.0,7.0,2
Develop a system-wide protocol for allocating limited infusion chairs across oncology autoimmune and outpatient antimicrobial services after a flood closes one treatment center. The task is operational prioritization rather than diagnosis. Define the information each referral must provide and create categories that reflect time sensitivity treatment disruption risk travel burden and infection-control needs. Explain how a multidisciplinary allocation panel should make and document decisions without favoring patients based on ability to advocate. Include a process for rescheduling lower urgency care arranging transport sharing capacity with nearby providers and communicating changes in accessible language. Specify safeguards for medication storage staffing credentials consent and emergency escalation. Create daily dashboard measures for chair utilization cancellations equity and safety events. Finish with recovery criteria for reopening normal scheduling and a post-event review that informs future resilience investments.,complex,133.0,1034.0,8.0,7.77,0.0,0.0,7.0,2
Create an antimicrobial stewardship coverage model for a hospital network that has one infectious-diseases pharmacist available overnight across four facilities. The aim is to prioritize review requests and escalation pathways rather than diagnose individual patients. Define referral criteria based on medication risk microbiology alerts allergy documentation renal dosing complexity and infection-control concerns. Establish how pharmacists nurses prescribers and laboratory teams exchange information within defined response targets. Explain which cases can use standardized protocols and which require specialist escalation. Include safeguards against alert fatigue inequitable service access and undocumented verbal recommendations. Specify audit data for timeliness antibiotic exposure adverse-drug events and protocol overrides. Design a training plan for on-call staff and a simulation of simultaneous high-priority requests. Finish with governance for periodic threshold changes and a method for evaluating whether the model improves safety without delaying necessary therapy.,complex,137.0,1085.0,9.0,7.92,0.0,0.0,9.0,2
Plan continuity operations after sudden loss of central medical gas supply at a large hospital. The plan must support safe prioritization of critical services while engineers isolate the fault and external suppliers mobilize replacements. Define the command structure that links facilities engineering clinical operations biomedical teams pharmacy security communications and executive leadership. Establish how to verify affected zones estimate remaining cylinder capacity and prioritize distribution without making patient-level diagnostic decisions. Include controls for transport routes fire safety staff competency documentation and supplier coordination. Explain how elective activity should be paused and resumed based on verified capacity rather than informal reports. Specify notification thresholds for regulators emergency services and neighboring hospitals. Build a scenario-based drill that tests false alarms partial restoration and overnight staffing constraints. Finish with recovery validation root-cause investigation equipment redundancy options and a board report covering residual safety risks.,complex,141.0,1115.0,9.0,7.91,0.0,0.0,6.0,2
Design a hospital-wide scheduling protocol for a ten-day MRI outage caused by a cooling-system failure. The protocol must distribute remaining imaging capacity among partner facilities without asking the model to diagnose any patient. Create prioritization criteria that consider clinical time sensitivity procedural dependencies travel accessibility sedation requirements and the risk of repeated cancellations. Explain how referral teams should validate requests and how a central coordinator should match patients to available slots. Include safeguards for privacy record transfer image quality standards consent and communication with caregivers. Define escalation routes for urgent cases and criteria for using alternative imaging only after clinical review. Specify daily capacity reporting transportation support no-show management and equity audits. Finish with a recovery plan for clearing the backlog testing the repaired scanner and measuring whether the allocation process created avoidable delays.,complex,134.0,1010.0,8.0,7.54,0.0,0.0,9.0,2
Design an islanded microgrid control strategy for a coastal town that relies on solar generation battery storage a diesel backup plant and a desalination facility with variable demand. The design must maintain frequency voltage and critical water production during storm-driven communications loss. Define load tiers sensing requirements state-estimation assumptions and fallback control modes. Explain how battery state-of-charge targets should balance reserve energy equipment life and forecast uncertainty. Include protection coordination for reverse power flow fault isolation black start and reconnection to the main grid. Specify how operators should test cyber resilience sensor failure and extreme weather scenarios without risking customers. Develop performance metrics for unserved energy fuel use battery degradation and water-service continuity. Finish with an implementation roadmap that sequences simulation hardware testing operator training field commissioning and post-event model calibration.,complex,131.0,1010.0,8.0,7.71,0.0,0.0,9.0,2
Develop a thermal-control and power-management architecture for a lunar rover that must survive a fourteen-day night while supporting intermittent science operations. The rover has solar arrays batteries radioisotope heaters sensitive instruments and limited radiator area. Define a coupled energy and heat budget across operating modes including contingency margins for dust accumulation and communication delays. Explain how to model conductive radiative and internal heat flows and how temperature limits constrain battery charging and instrument duty cycles. Specify sensor placement control loops heater fault detection and safe modes. Include design tradeoffs among insulation mass radiator geometry battery chemistry and science yield. Propose environmental testing that simulates vacuum thermal cycling regolith contamination and sensor drift. Finish with verification criteria failure-recovery logic and an operational schedule that preserves survival probability without assuming ideal sunlight or perfect forecasts.,complex,133.0,1026.0,8.0,7.71,0.0,0.0,7.0,2
Plan a fatigue-life extension programme for offshore wind turbines whose tower weld inspections show increasing crack indications after years of variable loading. Build an engineering assessment that integrates inspection reliability load histories material properties corrosion exposure and foundation dynamics. Explain how fracture-mechanics models should guide inspection intervals and how uncertainty should be propagated into decisions on continued operation repair or replacement. Define temporary operating limits that reduce risk without causing unnecessary energy losses. Include structural monitoring sensor validation access-vessel logistics weather windows worker safety and regulatory approvals. Compare repair concepts such as weld treatment reinforcement collars and load-control software using constructability durability and downtime criteria. Specify acceptance tests quality records and independent review. Finish with a fleet-wide prioritization model capital plan and feedback loop that updates assumptions after each completed repair.,complex,131.0,1056.0,8.0,8.06,0.0,0.0,9.0,2
Design a superconducting magnet protection system for a research facility where a quench could damage coils cryogenic piping and nearby experiments. The system must detect abnormal voltage rapidly distinguish real quench signatures from sensor noise and safely dissipate stored energy. Define detection redundancy validation thresholds dump-resistor sizing thermal limits and interlocks with the cryogenic plant. Explain how electromagnetic transients mechanical stress and helium pressure relief interact during fault scenarios. Include a fault-tree analysis for sensor failure power-supply malfunction insulation degradation and control-software errors. Specify commissioning tests that use safe injected signals before high-energy operation. Develop operating procedures for alarm response evacuation equipment inspection and return to service. Finish with lifecycle monitoring spare-parts strategy independent safety review and documentation that supports experimental users and regulators.,complex,124.0,994.0,8.0,8.02,0.0,1.0,8.0,2
Create a process-integration plan for scaling a semiconductor fabrication step that deposits a thin dielectric layer with unacceptable wafer-to-wafer variation. The plant needs higher throughput but cannot compromise yield contamination control or equipment uptime. Define a structured experiment plan that separates chamber condition precursor delivery temperature uniformity plasma settings and metrology bias. Explain how to use designed experiments process capability analysis and statistical process control without confounding tool drift with recipe effects. Include wafer handling contamination pathways preventive maintenance sensor calibration and lot traceability. Specify decision thresholds for pausing production releasing lots and escalating to equipment vendors. Compare options for parallel tools recipe changes and added metrology in terms of cycle time capital cost and risk. Finish with a qualification sequence change-control records operator training and a feedback mechanism that converts defect data into controlled process improvements.,complex,137.0,1060.0,8.0,7.74,0.0,0.0,8.0,2
Develop a negotiation strategy for a joint venture between a pharmaceutical manufacturer a university laboratory and a public health agency to produce a scarce vaccine platform. Each party values different outcomes: intellectual-property control publication rights affordable access and speed to market. Build a bargaining map that identifies outside options veto points information asymmetries and credible commitments. Propose a package of licensing milestones governance seats pricing protections and data-sharing rules that can create value without giving any party unilateral control. Explain how staged agreements escrowed technology access and independent milestone verification reduce hold-up risk. Include a process for managing conflicts over safety data publication and international supply allocation. Specify negotiation sequencing caucuses decision authority and escalation channels. Finish with a contingency plan for failed talks that preserves critical research assets while maintaining future cooperation.,complex,133.0,1023.0,8.0,7.69,0.0,0.0,8.0,2
Create a bargaining model for a transit authority negotiating with two unions during a budget shortfall and an impending major event. A strike would disrupt essential services yet management cannot guarantee all requested wage increases. Define each side's objectives reservation values public commitments internal factions and reputational risks. Explain how incomplete information about strike readiness and political support changes bargaining tactics. Develop package options involving phased pay adjustments scheduling protections productivity investments and independent revenue triggers. Include game-theoretic reasoning about credible threats mediation deadlines and public communication. Specify how negotiators should share financial data without weakening their position or breaching confidentiality. Build a decision tree for agreement partial agreement mediated settlement and work stoppage. Finish with an implementation plan that monitors compliance addresses grievances and prevents a short-term deal from creating unsustainable future obligations.,complex,134.0,1064.0,9.0,7.94,0.0,0.0,9.0,2
Design a procurement negotiation for a manufacturer that depends on two suppliers of a specialized component. One supplier offers lower cost but has geopolitical shipping exposure. The other offers resilient local capacity but demands exclusivity and a minimum-volume commitment. Develop a multi-round strategy that quantifies switching costs supply interruption losses quality risk and bargaining leverage. Explain how the buyer should use demand forecasts dual-sourcing options capacity reservations and performance guarantees without revealing more than necessary. Create proposal packages that trade price against flexibility inventory buffers technology transfer and audit rights. Include an approach for detecting collusive signaling or opportunistic renegotiation. Specify decision rights among procurement engineering finance legal and operations. Finish with a contract and negotiation fallback plan that protects continuity if one supplier withdraws or market prices change sharply.,complex,130.0,992.0,9.0,7.63,0.0,0.0,7.0,2
Construct a mechanism-design proposal for allocating scarce transmission capacity among competing renewable generators and a public utility. Generators have private information about curtailment costs while the utility must preserve reliability affordability and regional equity. Define the allocation objective incentive constraints budget implications and the role of verifiable operational data. Compare auction priority-queue and negotiated-allocation approaches for efficiency strategic manipulation and political acceptability. Explain how reserve capacity penalties and congestion pricing could create unintended incentives. Include governance for disputes data audits market-power monitoring and appeals. Specify how the mechanism should adapt during extreme weather when reliability goals temporarily dominate ordinary market rules. Finish with a pilot design stakeholder consultation process performance metrics and criteria for stopping or revising the mechanism after observed gaming behavior.,complex,123.0,1005.0,8.0,8.17,0.0,0.0,8.0,2
Plan a standards patent-pool negotiation among hardware firms that need interoperable technology for a new communications protocol. Several participants own essential patents while smaller firms fear excessive royalties and discriminatory licensing. Develop a strategy that separates technical essentiality assessment from commercial bargaining. Define independent expert review royalty-base options licensing reciprocity treatment of defensive patents and dispute resolution. Explain how the parties can structure FRAND commitments without coordinating downstream product prices or excluding rival technologies. Include game-theory analysis of holdout hold-up coalition formation and credible exit options. Specify confidentiality rules data rooms decision thresholds and communications with standards bodies. Finish with a staged agreement process that permits early interoperability testing while reserving unresolved valuation questions for binding neutral determination.,complex,118.0,975.0,8.0,8.26,0.0,0.0,7.0,2
Design an integrated crisis-management plan for a regional hospital network after ransomware disables appointment systems laboratory interfaces and payroll processing. Some clinical operations continue on downtime procedures but public messages are spreading inaccurate claims about cancelled care. Create a command structure linking technology clinical operations legal privacy human resources finance communications and external law enforcement. Explain how to prioritize system restoration while preserving forensic evidence and avoiding unsafe manual workarounds. Define decision criteria for notification to regulators patients insurers and suppliers. Include alternate scheduling channels payroll continuity staff access controls and guidance for clinicians who cannot view complete records. Specify rumor-monitoring methods approval paths for public statements and support for affected employees. Build a timeline for the first six hours first day and first week. Finish with recovery validation vendor accountability post-incident review and resilience investments that address both cyber and operational dependencies.,complex,143.0,1126.0,9.0,7.87,0.0,0.0,10.0,2
